出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/10","113/7","3529","力旺","半導體業","509347","121900","428676","317.84003281378176","18.818641584786647","2205121","1793052","22.981430544122535","-"
"114/04/10","113/7","3531","先益","光電業","132484","119612","213988","10.76146206066281","-38.08811709067798","926495","1158400","-20.019423342541437","-"
"114/04/10","113/7","3537","堡達","電子零組件業","234953","238547","243916","-1.5066213366757915","-3.674625690811591","1640175","1597243","2.6878815559060207","-"
"114/04/10","113/7","3540","曜越","電腦及週邊設備業","253858","346444","353682","-26.72466545819815","-28.224224020447746","2328489","2579846","-9.743100944785077","-"
"114/04/10","113/7","3541","西柏","其他電子業","81578","71191","114011","14.59032742902895","-28.447255089421198","503033","842802","-40.31421377737594","-"
"114/04/10","113/7","3546","宇峻","文化創意業","105130","114563","94170","-8.23389750617564","11.638526069873633","802929","788495","1.8305759706783176","-"
"114/04/10","113/7","3548","兆利","電子零組件業","748563","709901","815400","5.446111500054233","-8.196835908756439","5411816","4105508","31.818425393398332","-"
"114/04/10","113/7","3551","世禾","綠能環保","218842","216292","181666","1.1789617738982487","20.46392830799379","1474110","1335739","10.359134531521502","-"
"114/04/10","113/7","3552","同致","其他電子業","679591","640327","778811","6.131866999205093","-12.739933051793054","4820353","5063495","-4.8018611650648415","-"
"114/04/10","113/7","3555","博士旺","半導體業","4377","3652","506","19.852135815991236","765.0197628458498","31323","7168","336.9838169642857","因產品結構調整、致本月及本期累計營收較去年同期增加。"
"114/04/10","113/7","3556","禾瑞亞","半導體業","76494","67199","84382","13.832051072188575","-9.347965205849588","589996","737720","-20.024399501165753","-"
"114/04/10","113/7","3558","神準","通信網路業","937460","791301","1456740","18.470721002500945","-35.64671801419608","6313208","10120371","-37.61880863853707","-"
"114/04/10","113/7","3564","其陽","通信網路業","201707","201632","109422","0.03719647674972227","84.33861563488146","1154655","1082103","6.7047221937283235","新專案持續導入，營收相對去年成長。"
"114/04/10","113/7","3567","逸昌","半導體業","25203","27083","40417","-6.9416238969095","-37.64257614370191","184604","222168","-16.907925533830255","-"
"114/04/10","113/7","3570","大塚","資訊服務業","162097","169296","124489","-4.252315471127493","30.2098980632827","1170851","989953","18.273392777232857","-"
"114/04/10","113/7","3577","泓格","電腦及週邊設備業","82217","90427","92788","-9.079146715029802","-11.392636978919688","568762","580777","-2.068780271946031","-"
"114/04/10","113/7","3580","友威科","其他電子業","57969","63632","66633","-8.899610258989188","-13.00256629597947","400261","444340","-9.920106224962867","-"
"114/04/10","113/7","3581","博磊","半導體業","95741","128088","126195","-25.25373180938105","-24.132493363445462","770705","852471","-9.591645932823521","-"
"114/04/10","113/7","3587","閎康","其他電子業","457893","434802","403000","5.310693143085818","13.621091811414392","2932106","2757912","6.316155120250392","-"
"114/04/10","113/7","3594","磐儀","電腦及週邊設備業","120141","134059","127103","-10.381995986841615","-5.4774474245297124","746810","947719","-21.19921622337423","-"
"114/04/10","113/7","3597","映興","電子零組件業","62429","51795","53914","20.530939279853268","15.793671402604147","354286","387447","-8.55884804889443","-"
"114/04/10","113/7","3609","三一東林","電子零組件業","47257","20991","82224","125.12981754085084","-42.52651294026075","212621","373139","-43.01828541106666","-"
"114/04/10","113/7","3611","鼎翰","電腦及週邊設備業","751110","652707","651790","15.076136765807629","15.238036790990963","4695789","4744424","-1.0250980940995156","-"
"114/04/10","113/7","3615","安可","光電業","77869","74606","88742","4.373642870546605","-12.252372044804039","617694","613928","0.6134269816656025","-"
"114/04/10","113/7","3623","富晶通","光電業","20322","22605","21973","-10.099535500995355","-7.513766895735675","166257","220119","-24.46949150232374","-"
"114/04/10","113/7","3624","光頡","電子零組件業","233679","236744","218951","-1.29464738282702","6.726619197902727","1533734","1549994","-1.0490363188502665","-"
"114/04/10","113/7","3625","西勝","電腦及週邊設備業","42706","43480","92815","-1.780128794848206","-53.988040726175726","330409","601958","-45.11095458487137","訂單減少"
"114/04/10","113/7","3628","盈正","其他電子業","287844","247726","177405","16.19450521947636","62.25247315464615","1600203","1541355","3.817939410453789","專案收入認列與海外營收均較去年同期增長"
"114/04/10","113/7","3629","地心引力","文化創意業","3","3","114","0.0","-97.36842105263158","47","14514","-99.67617472784897","主係客戶行銷專案減少導致營收衰退。"
"114/04/10","113/7","3630","新鉅科","光電業","171819","156779","125759","9.593121527755631","36.62560930032841","1110528","797755","39.20664865779594","-"
"114/04/10","113/7","3631","晟楠","電子零組件業","2827","3153","3342","-10.339359340310816","-15.409934171154998","19818","45876","-56.800941668846455","因客戶訂單減少了"
"114/04/10","113/7","3632","研勤","通信網路業","26216","33158","28239","-20.936124012304724","-7.163851411168951","211993","220567","-3.887254213005572","-"
"114/04/10","113/7","3646","艾恩特","電子零組件業","73890","76343","64393","-3.213130214950945","14.74849750749305","500312","449244","11.36754191486141","-"
"114/04/10","113/7","3663","鑫科","其他電子業","499522","499298","209649","0.044862987634639036","138.2658634193342","2241437","1341533","67.08027309056132","本月營收較去年同期增加138.27%主要係合併中鋼精材之故，另本月貴金屬銷售金額佔合併營收比率為43%。"
"114/04/10","113/7","3664","安瑞-KY","通信網路業","14008","140793","24150","-90.05064172224472","-41.99585921325052","313791","275555","13.875995717733302","-"
"114/04/10","113/7","3666","光耀","光電業","49756","58962","71059","-15.613445948237848","-29.97931296528237","354235","417851","-15.224565694470039","-"
"114/04/10","113/7","3672","康聯訊","通信網路業","16897","22352","27009","-24.40497494631353","-37.439372061164796","145836","224764","-35.115943834421884","-"
"114/04/10","113/7","3675","德微","半導體業","245828","241074","167563","1.9720085948712844","46.70780542243813","1706962","1097943","55.46909083622738","本月差異原因係因併購達爾基隆廠並承接其業務所致"
"114/04/10","113/7","3680","家登","半導體業","638373","667305","367898","-4.335648616449749","73.51901885848795","3815618","2786947","36.910317993130114","本月營收較去年同期增加，主要係晶圓、光罩載具產品營收增加所致。"
"114/04/10","113/7","3684","榮昌","通信網路業","81096","83228","65076","-2.561637910318643","24.61737045915545","522870","515269","1.4751518139069109","-"
"114/04/10","113/7","3685","元創精密","電機機械","91346","87691","152874","4.16804461119157","-40.247524104818346","644132","845185","-23.78804640404172","-"
"114/04/10","113/7","3687","歐買尬","數位雲端","149859","133239","130195","12.473825231351181","15.103498598256461","979596","917826","6.730033797255689","-"
"114/04/10","113/7","3689","湧德","電子零組件業","453847","421210","652264","7.748391538662425","-30.419738020188145","2747589","3671299","-25.16030429556405","-"
"114/04/10","113/7","3691","碩禾","光電業","630457","743495","223871","-15.203599217210607","181.6161986143806","4425448","1559158","183.83576263598687","係因太陽能導電漿產品銷量增加所致"
"114/04/10","113/7","3693","營邦","電腦及週邊設備業","941258","773004","921080","21.76625217980761","2.1906891909497546","4548996","4327112","5.127761888298708","-"
"114/04/10","113/7","3707","漢磊","半導體業","492723","490283","635007","0.49767175284478554","-22.40668213106312","3432335","4320085","-20.549364190750875","-"
"114/04/10","113/7","3709","鑫聯大投控","電腦及週邊設備業","2580238","2135345","1774430","20.834712891827785","45.412216880913874","14468297","12291682","17.708032147268373","無"
"114/04/10","113/7","3710","連展投控","電子零組件業","662139","574049","516891","15.345379924013455","28.10031515348497","4049845","3250322","24.598270571346468","-"
"114/04/10","113/7","3713","新晶投控","綠能環保","23530","18440","34798","27.60303687635575","-32.38117133168573","194599","318489","-38.89930264467532","-"
"114/04/10","113/7","4102","永日","生技醫療業","61808","40598","38197","52.24395290408395","61.81375500693772","386596","310799","24.387787605494225","配合客戶訂單出貨，故當月營收較去年同期成長"
"114/04/10","113/7","4105","東洋","生技醫療業","483408","473735","422970","2.0418588451349384","14.288956663593163","3131664","2850865","9.84960704908861","-"
"114/04/10","113/7","4107","邦特","生技醫療業","195283","174901","156522","11.653449665810944","24.763930949003974","1210297","1084712","11.577727544269816","-"
"114/04/10","113/7","4109","加捷生醫","生技醫療業","30568","71861","29365","-57.462323095976956","4.096713774902095","342873","194713","76.09147822692887","新增轉投資公司合併營收增加"
"114/04/10","113/7","4111","濟生","生技醫療業","96167","89642","90418","7.2789540617121435","6.358247251653432","645886","619456","4.26664686434549","-"
"114/04/10","113/7","4113","聯上","建材營造","407716","584136","32951","-30.20187079721161","1137.3402931625747","3938152","235264","1573.9288628944505","營收隨完工案量多寡而變化係屬建設業特性，故本年及本期業績大幅成長尚屬合理。"
"114/04/10","113/7","4114","健喬","生技醫療業","489048","379395","421153","28.902067765785","16.12121960427683","3109120","2982095","4.259589315565064","-"
"114/04/10","113/7","4116","明基醫","生技醫療業","384556","402264","383578","-4.402084203408707","0.25496769887741216","2617896","2563139","2.1363258098760936","-"
"114/04/10","113/7","4120","友華","生技醫療業","352277","346367","327451","1.7062826423995356","7.5815923603836906","2540606","2610983","-2.6954216094091765","-"
"114/04/10","113/7","4121","優盛","生技醫療業","330957","314277","320474","5.307419887551427","3.2710921946866205","2238893","2238292","0.026850830901419476","-"
"114/04/10","113/7","4123","晟德","生技醫療業","140473","120402","105018","16.669988870616766","33.76087908739454","916294","752331","21.79399758882726","-"
"114/04/10","113/7","4126","太醫","生技醫療業","194411","196256","182035","-0.9400986466655796","6.798692559123245","1321189","1401749","-5.747105936940208","-"
"114/04/10","113/7","4127","天良","生技醫療業","34728","24996","36286","38.934229476716276","-4.293666979000165","230780","269087","-14.235916264999796","-"
"114/04/10","113/7","4128","中天","生技醫療業","138469","125897","127215","9.985940888186375","8.846441064339897","958061","881752","8.654247452798518","-"
"114/04/10","113/7","4129","聯合","生技醫療業","416456","369509","312601","12.70523857335004","33.22286237088173","2623027","2174006","20.65408283141813","-"
"114/04/10","113/7","4130","健亞","生技醫療業","41613","42158","45187","-1.2927558233312775","-7.909354460353642","307872","317193","-2.93858943923731","-"
"114/04/10","113/7","4131","浩泰","生技醫療業","6424","5416","5359","18.61152141802068","19.873110654972944","39876","37746","5.642982037831823","-"
"114/04/10","113/7","4138","曜亞","生技醫療業","118276","140394","120447","-15.754234511446358","-1.8024525309887336","919910","926377","-0.6980959155937594","-"
"114/04/10","113/7","4139","馬光-KY","生技醫療業","92571","86345","106017","7.210608605014766","-12.682871614929681","625120","682508","-8.408399608502757","本公司合併營收數為公司自結數"
"114/04/10","113/7","4147","中裕","生技醫療業","44307","43986","45985","0.7297776565270768","-3.6490159834728715","370195","221995","66.75826032117841","."
"114/04/10","113/7","4153","鈺緯","生技醫療業","59427","75804","68086","-21.60440082317556","-12.717739329671298","504862","549819","-8.17669087463329","-"
"114/04/10","113/7","4154","樂威科-KY","其他","3650","4249","21653","-14.097434690515415","-83.14321341153651","25353","212929","-88.09321416998154","泰國生產訂單減少，營收下降"
"114/04/10","113/7","4157","太景*-KY","生技醫療業","2483","2142","4457","15.919701213818861","-44.289881085932244","134034","109689","22.194568279408145","本年累計營業收入較去年上升，主要係因認列流感抗病毒新藥TG-1000之專利實施許可的里程碑款收入所致。"
"114/04/10","113/7","4160","訊聯基因","生技醫療業","62237","53717","57810","15.860900645977996","7.657844663553019","398714","337782","18.03885346170015","-"
"114/04/10","113/7","4161","聿新科","生技醫療業","66136","61285","64497","7.915476870359794","2.5412034668279144","493524","410895","20.10951702989815","-"
"114/04/10","113/7","4162","智擎","生技醫療業","25378","154098","83766","-83.53125932847928","-69.703698397918","451751","418169","8.030724420031136","112年7月認列Sublicense Revenue US2,000,000"
"114/04/10","113/7","4163","鐿鈦","生技醫療業","207097","158837","172549","30.383348967809766","20.02213863887939","1415444","1445888","-2.1055572769121813","-"
"114/04/10","113/7","4167","松瑞藥","生技醫療業","94584","90089","87212","4.989510373075515","8.452965188276842","702510","532282","31.980792136499073","-"
"114/04/10","113/7","4168","醣聯","生技醫療業","19","0","0","","","9352","1611","480.5090006207325","113年7月為委託研究收入。"
"114/04/10","113/7","4171","瑞基","農業科技","17739","10458","15551","69.62134251290878","14.069834737315928","106802","137999","-22.606685555692433","-"
"114/04/10","113/7","4173","久裕","生技醫療業","98897","113738","81578","-13.048409502540927","21.22998847728554","728040","639718","13.806395943212477","-"
"114/04/10","113/7","4174","浩鼎","生技醫療業","12374","8050","3142","53.714285714285715","293.8255887969446","40525","14796","173.89159232224927","主係潤雅子公司本月及本年累計對新客戶之委託開發暨製造服務收入較去年同期增加所致"
"114/04/10","113/7","4175","杏一","生技醫療業","621971","714627","616545","-12.965645014811923","0.8800655264417033","4397376","4211064","4.424345011142077","-"
"114/04/10","113/7","4183","福永生技","生技醫療業","32922","52244","22726","-36.9841512901003","44.864912435096365","264471","225987","17.029298145468545","-"
"114/04/10","113/7","4188","安克","生技醫療業","4563","6014","5104","-24.12703691386764","-10.599529780564263","29011","31241","-7.138055760058897","-"
"114/04/10","113/7","4192","杏國","生技醫療業","939","1905","1665","-50.70866141732284","-43.6036036036036","12400","9895","25.315816068721578","-"
"114/04/10","113/7","4205","中華食","食品工業","180386","160102","163641","12.66942324268279","10.232765627196118","1136916","1099790","3.375735367661099","-"
"114/04/10","113/7","4207","環泰","食品工業","468498","466861","448346","0.3506396978972328","4.4947428994571155","3372157","3129111","7.767254021988993","-"
"114/04/10","113/7","4303","信立","塑膠工業","13586","16612","9500","-18.21574765229954","43.01052631578948","122830","100354","22.396715626681548","-"
"114/04/10","113/7","4304","勝昱","塑膠工業","31032","29846","21631","3.9737318233599144","43.4607738893255","207819","323931","-35.84467062429962","-"
"114/04/10","113/7","4305","世坤","塑膠工業","92550","92021","79738","0.5748687799524022","16.067621460282425","591031","513406","15.119612937908789","-"
"114/04/10","113/7","4401","東隆興","紡織纖維","349985","337848","197186","3.5924439392863063","77.4897812217906","2195524","1491016","47.25019718098263","品牌商庫存逐漸去化，比較基期較低。"
"114/04/10","113/7","4402","郡都開發","紡織纖維","1482","1119","4119","32.43967828418231","-64.0203932993445","14099","40907","-65.53401618304936","客戶訂單減少"
"114/04/10","113/7","4406","新昕纖","紡織纖維","34693","28953","32452","19.825233999930923","6.90558363120917","210809","231256","-8.84171653924655","-"
"114/04/10","113/7","4413","飛寶企業","紡織纖維","50892","15512","64727","228.08148530170192","-21.3743878134318","216819","295004","-26.503030467383493","-"
"114/04/10","113/7","4416","三圓","建材營造","8717","8784","8488","-0.7627504553734062","2.6979264844486335","60799","57630","5.498872115217768","-"
"114/04/10","113/7","4417","金洲","紡織纖維","279780","328372","280700","-14.797851217521591","-0.3277520484503028","1623415","1709640","-5.04345944175382","-"
"114/04/10","113/7","4419","皇家美食","觀光餐旅","232776","244116","31880","-4.645332546822003","630.1631116687579","859683","228314","276.53538547789447","5月份新增子公司台鋼漢堡王之營收，故差異百分比達到50%以 上。"
"114/04/10","113/7","4420","光明","紡織纖維","78243","64796","44065","20.752824248410395","77.56269147849767","436469","367207","18.861840869046613","受市埸緩步回溫，本月開機率及銷售狀況均較去年同期成長，致本月營業收入較去年同期增加。"
"114/04/10","113/7","4430","耀億","其他","201412","172095","155139","17.035358377640257","29.82680048214827","1191075","1156475","2.9918502345489526","-"
"114/04/10","113/7","4432","銘旺實","紡織纖維","170584","116308","136759","46.665749561509095","24.733289948010736","656231","721875","-9.093541125541126","-"
"114/04/10","113/7","4433","興采","紡織纖維","190695","270301","164818","-29.450871435917737","15.700348262932447","1557946","1431421","8.839118610108416","-"
"114/04/10","113/7","4442","竣邦-KY","紡織纖維","47780","71620","39056","-33.28679139905054","22.337156902908642","667187","571636","16.71535732529092","-"
"114/04/10","113/7","4502","健信","電機機械","108043","133383","127258","-18.997923273580593","-15.09924719860441","837533","764078","9.61354730799735","-"
"114/04/10","113/7","4503","金雨","電機機械","20342","20005","27219","1.6845788552861785","-25.265439582644476","172165","127365","35.174498488595766","-"
"114/04/10","113/7","4506","崇友","電機機械","403385","392174","448784","2.858680075680693","-10.116002353025063","2884731","3038518","-5.061250254235782","上列為本公司自結數"
"114/04/10","113/7","4510","高鋒","電機機械","176552","195953","204898","-9.900843569631494","-13.834200431434176","1031434","1123977","-8.23353146906031","-"
"114/04/10","113/7","4513","福裕","電機機械","105218","139663","113420","-24.662938645167294","-7.231528830894022","787627","770334","2.2448704068624776","-"
"114/04/10","113/7","4523","永彰","電機機械","42421","44403","53908","-4.463662365155508","-21.3085256362692","311086","329376","-5.552924317497328","-"
"114/04/10","113/7","4527","方方土霖","電機機械","236298","320767","298033","-26.333444525153773","-20.71414910429382","1880643","1643692","14.415778625192555","-"
"114/04/10","113/7","4528","江興鍛","電機機械","137113","119477","178266","14.761000025109436","-23.085164865986783","985304","1104737","-10.81098940290766","-"
"114/04/10","113/7","4529","淳紳","其他","647","510","353","26.862745098039216","83.28611898016997","4103","2274","80.43095866314863","本年VS去年減少口罩收入增加電廠及租賃收入"
"114/04/10","113/7","4530","宏易","觀光餐旅","19267","15356","13705","25.468872102109923","40.583728566216706","103836","96703","7.376193086046968","係為本公司自結數"
"114/04/10","113/7","4533","協易機","電機機械","304348","342019","207815","-11.014300375125359","46.45141111084378","2013808","2069312","-2.6822441468468745","-"
"114/04/10","113/7","4534","慶騰","電機機械","79401","62425","48681","27.194233079695636","63.10470203981019","484502","392073","23.57443639322269","因子公司新增加客戶及產品"
"114/04/10","113/7","4535","至興","電機機械","254842","227394","229665","12.070679085639902","10.96248884244443","1656142","1596769","3.7183211848426416","-"
"114/04/10","113/7","4538","大詠城","電機機械","32858","25741","34378","27.64849850433161","-4.421432311361918","177199","288162","-38.50715916741277","-"
"114/04/10","113/7","4541","晟田","其他","119403","127495","104420","-6.346915565316287","14.348783757900785","751823","693558","8.400883559846474","-"
"114/04/10","113/7","4542","科嶠","電子零組件業","27311","30558","83835","-10.62569539891354","-67.4229140573746","412878","497903","-17.076619341518327","面對市場需求降溫、上半年客戶訂單延遲出貨、營收會有一段遞延期，導致本期營收較去年同期減少。"
"114/04/10","113/7","4543","萬在","電機機械","63016","57076","63829","10.407176396383768","-1.273715709160413","488426","535742","-8.831863098282382","-"
"114/04/10","113/7","4549","桓達","電機機械","100400","117331","80774","-14.430116507998738","24.29742243791319","752154","748610","0.4734107212032968","-"
"114/04/10","113/7","4550","長佳","電機機械","87868","83440","220529","5.306807286673059","-60.15580717275279","811117","1001791","-19.03331133939115","部分工案接近完工，可認列收入較少所致。"
"114/04/10","113/7","4554","橙的","其他電子業","34905","26157","28907","33.444202316779446","20.749299477635176","228510","184094","24.12680478451226","-"
"114/04/10","113/7","4556","旭然","其他","56050","55551","52204","0.8982736584399921","7.367251551605241","406434","343672","18.262180218347726","-"
"114/04/10","113/7","4558","寶緯","電機機械","119315","161152","192711","-25.961204328832405","-38.08604594444531","859337","888807","-3.315680457062107","-"
"114/04/10","113/7","4561","健椿","電機機械","92789","107286","107361","-13.51248065917268","-13.572898911150231","762065","644524","18.236869379573143","-"
"114/04/10","113/7","4563","百德","電機機械","269749","317077","152148","-14.926342812629109","77.29381917606541","1777459","1373165","29.442492344328613","依客戶訂單交期安排，本月出貨量較去年同期多所致。"
"114/04/10","113/7","4568","科際精密","電機機械","119142","106405","101400","11.970302147455477","17.497041420118343","675402","589413","14.588921520224359","-"
"114/04/10","113/7","4577","達航科技","其他電子業","48002","47248","50304","1.5958347443278023","-4.576176844783715","274170","545068","-49.69985396317524","無"
"114/04/10","113/7","4580","捷流閥業","電機機械","189558","210317","231022","-9.87033858413728","-17.948074209382657","1362641","1622018","-15.991006265035283","-"
"114/04/10","113/7","4584","君帆","電機機械","122094","122552","75178","-0.3737189111560807","62.40655510920748","750748","549027","36.74154458706038","因輪胎設備及醫療器材產業訂單需求持續增加，本月營業收入較去年同期成長62.41%。"
"114/04/10","113/7","4609","唐鋒","居家生活","23869","20331","5986","17.401996950469726","298.747076511861","83081","48395","71.67269346006819","依客戶交期出貨致使本期較上期增加"
"114/04/10","113/7","4702","中美實","居家生活","26370","17411","55501","51.45597610705875","-52.48734257040414","120975","365590","-66.90965288984928","本月營收及本年累計營收較去年同期增減變動達50％以上，主要是外銷銷售量減少所致。"
"114/04/10","113/7","4706","大恭","化學工業","99049","97389","85675","1.704504615510992","15.610154654216515","712847","590387","20.74232664337121","-"
"114/04/10","113/7","4707","磐亞","化學工業","96239","172812","166210","-44.31000162025785","-42.09794837855725","786964","800598","-1.702977024674056","-"
"114/04/10","113/7","4711","永純","化學工業","73532","64180","77302","14.571517606731069","-4.876976016144472","433407","454993","-4.744248812619095","-"
"114/04/10","113/7","4714","永捷","化學工業","58861","56012","33667","5.0864100549882165","74.83292244631241","387579","305390","26.912800026196013","原因：客戶訂單回流所致"
"114/04/10","113/7","4716","大立","化學工業","51332","50358","46381","1.934151475435879","10.674629697505445","329657","289060","14.044489033418667","-"
"114/04/10","113/7","4721","美琪瑪","化學工業","187768","166149","166018","13.011814696447164","13.100989049380187","1314360","1447040","-9.16906236178682","-"
"114/04/10","113/7","4726","永昕","生技醫療業","80053","87633","17944","-8.649709584289024","346.12683905483726","360854","374381","-3.6131641295899097","本公司以提供CDMO技術服務為主，收入係以滿足履約義務時認列，本月完成履約義務較去年同期增加。"
"114/04/10","113/7","4728","雙美","生技醫療業","160209","157473","149972","1.7374407041207065","6.825940842290561","1050136","975090","7.696315211929155","-"
"114/04/10","113/7","4729","熒茂","光電業","78191","89633","87188","-12.765387747816094","-10.31908060742304","573205","719324","-20.313377560042483","-"
"114/04/10","113/7","4735","豪展","生技醫療業","80777","94822","75690","-14.811963468393412","6.720834984806447","530353","587880","-9.785500442267129","-"
"114/04/10","113/7","4741","泓瀚","化學工業","59723","57469","52991","3.9221145313125336","12.704044082957484","367530","366477","0.28733044638544847","-"
"114/04/10","113/7","4743","合一","生技醫療業","7535","12193","5916","-38.20224719101124","27.366463826910074","64758","47996","34.92374364530377","-"
"114/04/10","113/7","4744","皇將","生技醫療業","71786","107718","89070","-33.357470432054065","-19.404962389132145","627099","498340","25.837580768150257","-"
"114/04/10","113/7","4745","合富-KY","生技醫療業","311861","337517","348619","-7.601394892701701","-10.5438888872953","2442389","2841768","-14.053891802567978","-"
"114/04/10","113/7","4747","強生製藥","生技醫療業","45444","52826","46456","-13.974179381365238","-2.1784053728258996","359033","350412","2.4602467952010776","-"
"114/04/10","113/7","4749","新應材","半導體業","286790","307602","194944","-6.765885787478625","47.114043007222584","1836480","1400715","31.110183013675158","-"
"114/04/10","113/7","4754","國碳科","化學工業","56095","49139","56268","14.155762225523516","-0.3074571692613919","384288","396273","-3.0244301277149845","-"
"114/04/10","113/7","4760","勤凱科技","其他電子業","126057","121125","107330","4.071826625386997","17.448057393086742","759922","608443","24.896169402885725","-"
"114/04/10","113/7","4767","誠泰科技","化學工業","108282","98842","110001","9.550595900528116","-1.5627130662448523","706722","721892","-2.1014223734298207","-"
"114/04/10","113/7","4768","晶呈科技","化學工業","90209","100236","52967","-10.003391994892056","70.3117035135084","584242","500115","16.821531047858993","本月營收較去年同期增加乃因客戶需求增加"
"114/04/10","113/7","4772","台特化","化學工業","66876","54558","45719","22.577807104365995","46.27616527045648","471538","252222","86.9535567872747","無。"
"114/04/10","113/7","4804","大略-KY","觀光餐旅","10758","10178","27148","5.698565533503635","-60.37277147487844","66244","155420","-57.37742890232917","因集團經營政策結束經營兩家酒店故當月營收較去年同期低。"
"114/04/10","113/7","4806","桂田文創","文化創意業","4602","3996","0","15.165165165165165","","17876","1170","1427.8632478632478","各業務團隊的整合開始發揮綜效，形塑娛樂產業一條龍的完整服務架構。"
"114/04/10","113/7","4903","聯光通","通信網路業","47785","105803","49788","-54.83587421906751","-4.023057764923275","425356","329884","28.941082319845766","-"
"114/04/10","113/7","4905","台聯電","通信網路業","58891","40003","14384","47.21645876559258","309.4201890989989","324081","55687","481.968861673281","主因新增子公司認列營收。"
"114/04/10","113/7","4907","富宇","建材營造","56934","337090","50","-83.1101486249963","113768.0","3152318","53501","5792.073045363638","餘屋出售"
"114/04/10","113/7","4908","前鼎","通信網路業","63415","51511","80405","23.109627069946225","-21.130526708538028","539040","464286","16.10085163024515","-"
"114/04/10","113/7","4909","新復興","通信網路業","370991","233590","74471","58.82143927394152","398.1684145506305","1534139","356255","330.62946484961617","一、去年基期較低。二、5G天線及衛星通訊產品客戶端需求增加持續下單。"
"114/04/10","113/7","4911","德英","生技醫療業","19165","20341","16128","-5.781426675188044","18.830605158730158","134123","101381","32.295992345705805","公司行銷團隊建置中"
"114/04/10","113/7","4923","力士","半導體業","71140","70058","60030","1.5444346113220475","18.507412960186574","476887","391364","21.85254647847017","-"
"114/04/10","113/7","4924","欣厚-KY","電腦及週邊設備業","66374","72474","62858","-8.416811546209676","5.593560087816984","354366","280241","26.450448007250902","-"
"114/04/10","113/7","4931","新盛力","電腦及週邊設備業","220209","158183","90147","39.211546120632434","144.27767978967685","1258001","1270942","-1.0182211304685815","本月因客戶提前拉貨，故本月營收較去年同期增加。"
"114/04/10","113/7","4933","友輝","光電業","228336","254757","207806","-10.371059480210553","9.879406754376678","1562370","1308747","19.37907020990306","-"
"114/04/10","113/7","4939","亞電","電子零組件業","131316","128474","139086","2.212120740383268","-5.586471679392606","889008","818915","8.559252181239811","-"
"114/04/10","113/7","4945","陞達科技","半導體業","38292","45470","37325","-15.786232680888498","2.5907568653717346","248058","222784","11.344620798621087","-"
"114/04/10","113/7","4946","辣椒","文化創意業","1766","2196","2865","-19.581056466302368","-38.359511343804535","21440","18909","13.385160505579353","-"
"114/04/10","113/7","4950","金耘國際","其他","911","2051","6546","-55.58264261335934","-86.0831041857623","9113","36385","-74.95396454582932","本月營收較去年同期營收減少，係因客戶訂單減少所致。"
"114/04/10","113/7","4951","精拓科","半導體業","44079","45670","34093","-3.483687322093278","29.29047018449535","297441","237962","24.99516729561863","-"
"114/04/10","113/7","4953","緯軟","資訊服務業","860146","826807","708621","4.032259039896856","21.383080659478058","5802383","4890676","18.641737870184","-"
"114/04/10","113/7","4966","譜瑞-KY","半導體業","1464672","1516255","1069605","-3.402000323164639","36.93578470556888","9189561","7310349","25.706187214864844","-"
"114/04/10","113/7","4971","IET-KY","半導體業","62118","45565","67983","36.32832217710963","-8.627156789197299","409049","353494","15.715966890527138","-"
"114/04/10","113/7","4972","湯石照明","光電業","89102","113586","66162","-21.55547338580459","34.67247060246063","656243","410622","59.81681449118654","112年10月31日以股份轉換方式合併大峽谷KY，自112年11月起營收公告金額包含該公司。"
"114/04/10","113/7","4973","廣穎電通","半導體業","328417","312064","364384","5.240271226415095","-9.87063098269957","2548920","2554728","-0.22734318487134442","-"
"114/04/10","113/7","4974","亞泰","電子零組件業","427517","397693","348827","7.499251935538217","22.558460210935507","2377965","2234693","6.4112609651527075","-"
"114/04/10","113/7","4979","華星光","通信網路業","302044","267703","276270","12.828022099117305","9.329279328193435","1759346","1341113","31.18551531451861","-"
"114/04/10","113/7","4987","科誠","電腦及週邊設備業","112708","115103","86458","-2.0807450718052527","30.361562839760346","699219","647882","7.923819460951223","-"
"114/04/10","113/7","4991","環宇-KY","半導體業","137859","131477","90498","4.854080941913795","52.333753232115626","953152","683332","39.48593070425503","自有光電元件產品的AI數據中心客戶需求持續穩定，加上光電元件晶圓代工訂單需求持續穩健，致本月銷量較去年同期增加52.33%。"
"114/04/10","113/7","4995","晶達","光電業","123595","133710","86285","-7.5648792162141945","43.240424175696816","780010","670393","16.351155217909493","-"
"114/04/10","113/7","5009","榮剛","鋼鐵工業","1097752","1065704","1110450","3.007214010644607","-1.143500382727723","7874726","8049607","-2.172540845782906","-"
"114/04/10","113/7","5011","久陽","鋼鐵工業","354101","316652","251398","11.826547755896062","40.852751414092396","2284360","2157074","5.900863855389291","-"
"114/04/10","113/7","5013","強新","鋼鐵工業","657756","590508","573762","11.388160702310554","14.639170945444278","4446468","3960263","12.277088668101083","-"
